,delta
0,7.5120000000000005
1,2.8000000000000007
2,2.9252000000000002
3,1.8095947999999993
4,5.315829885199999
5,3.909758970114801
6,5.139849211144686
7,2.630709361933544
8,3.903553257160695
9,7.543688000000003
10,8.792456311999999
11,10.594078286888006
12,9.709893921713103
13,6.322184027791408
14,9.856861843763596
15,9.521892358735457
16,9.572861500796279
17,3.3150167213800756
18,9.043762006133278
19,-0.02713991740692734
20,6.023205491463159
21,4.339713608636146
22,6.755525339822327
23,7.022286558215626
24,4.362066154880978
25,6.219277679385726
26,10.15953915678324
27,5.774824151291085
28,-0.031452491098178825
29,7.225475025014589
30,2.502927522513062
31,1.3105789613929346
32,2.6152683824315375
33,6.791242281892977
34,5.58288682658187
35,5.664823849535253
36,9.176059050236944
37,7.096453145213218
38,4.211429819460392
39,5.317779372919233
40,6.551058301842687
41,8.936084369063792
42,3.7806248241957405
43,6.12117809405953
44,5.402562341776161
45,5.194701745207965
46,9.524443781968614
47,8.069478876016717
48,2.3097351875458116
49,3.568637942834073
50,6.716407262457778
51,7.42135080105345
52,9.629929450252234
53,10.614179328600585
54,4.818224111977202
55,10.474660413492302
56,10.170938984542886
57,5.456299183260853
58,7.628678667780434
59,7.680458677271645
60,11.552908439361147
61,4.767462774038336
62,5.806021388665499
63,7.359803290702189
64,2.771243922987196
65,7.898176110007739
66,5.964256457304714
67,4.231959210469313
68,5.714390489914763
69,4.7086760994247925
70,3.70396742332548
71,1.700263455902018
72,1.6985631924462723
73,6.813823494862618
74,7.35577243290561
75,6.2207988206664595
76,5.739320641877214
77,5.590662616234056
78,5.689508856820794
79,8.847357843115674
80,9.8111500661945
81,9.654456503963388
82,7.644802047459393
83,9.737157245411822
84,12.102820702585632
85,8.604538632326921
86,11.285084769094397
87,4.41004957223015
88,11.270166333591305
89,6.177391600634451
90,6.171214209033792
91,2.1596398352373853
92,4.672549181630416
93,8.870980907908802
94,9.636788345472496
95,4.54257938614785
96,5.667876632448724
97,8.376112325407007
98,9.711081080599683
99,3.6783331260854766
100,1.662208755816323
101,9.883179733150769
102,2.6386261170674743
103,8.864053099328089
104,11.159961897869152
105,8.790965708082012
106,9.683453441101847
107,11.074937860889804
108,8.420769987660606
109,-12.53832714679379
110,32.33942745037302
111,12.154933018258816
112,2.1102484018892937
113,5.381449396887092
114,11.301319864769084
115,2.284338900649118
116,13.981187878292076
117,2.23767859817508
118,11.414678774897993
119,7.2842389692712
120,2.300852863488217
121,11.222134988851508
122,9.490653877438262
123,0.9796935532918951
124,11.136485885608522
125,12.581641045422998
126,3.2372363006378464
127,12.385043971311575
128,1.9175297115109515
129,8.343323690810962
130,5.551765785750149
131,2.6085467439871763
132,10.24813664733108
133,5.269400862915518
134,6.223322982597892
135,4.375422346982191
136,4.487015627455548
137,8.483004823786018
138,9.803260510977225
139,5.027880112283924
140,4.589466737613293
141,10.072970954044195
142,5.976673432529537
143,4.64159491380542
144,6.825435422424903
145,9.657364528460107
146,6.335085177594237
147,1.5651469353932725
148,9.162286814656568
149,-14.262945957893407
150,33.770165223841104
151,-12.094027061493534
152,35.80679928979055
153,6.089325259698853
154,11.371387810809665
155,7.36406278126924
156,8.339202278270704
157,6.6276565031423615
158,3.554419501643224
159,13.313420044254599
160,6.3167783834906
161,7.3066919737714215
162,10.312325912624601
163,8.576022776394211
164,9.44092743677129
165,-14.468499391781279
166,31.311494868655473
167,8.355955008726596
168,7.221599053717682
169,6.052377454664111
170,8.334325077209314
171,10.030119576225161
172,13.842170879086325
173,1.385820841477198
174,3.5349823673914216
175,9.97085030461335
176,8.32460493129065
177,7.364185053130996
178,-12.407658861324535
179,26.603356081230004
180,12.149285942681672
181,8.499408320546763
182,9.628357348413601
183,7.649467488492064
184,7.038667048482239
185,9.569280326359376
186,6.018711046033104
187,9.39069233498708
188,5.48134877744269
189,9.807690030664617
190,8.291301642651888
191,-1.1357117127097354
192,6.134528109506164
193,12.535324430662513
194,9.537146052722164
195,9.145172331369395
196,3.504502512070758
197,4.4610181658861165
198,13.037437535347408
199,8.274608906669528
200,13.77130831473778
201,13.39417748326423
202,2.162626829952387
203,12.766980119738037
204,-0.2696358530424732
205,1.5009980095587707
206,-14.546302551108056
207,36.16911592765018
208,5.685703641845976
209,11.732011783127291
210,9.517441306785713
211,1.24165157105881
212,14.684798244146123
213,2.3704864139529036
214,14.684996574712613
215,7.171120236603429
216,2.035622962305297
217,10.858638954702428
218,12.824882167879423
219,5.963311727494101
220,9.335348415766475
221,0.4255770147469775
222,13.329474537875058
223,1.702637292522013
224,10.92819519161344
225,4.56614323192025
226,9.835375672452074
227,2.7853735632697862
228,12.440840158810715
229,12.086792181265537
230,12.97811296313921
231,3.5754793826652076
232,8.13956254685445
233,5.934681570010071
234,8.55072860181349
235,8.340805968707855
236,9.50672537183732
237,0.6864535759782484
238,-18.385097779390208
239,32.981609203815424
240,14.384074974129817
241,9.479837546521594
242,0.8318244637280259
243,11.784469184668978
244,5.928525884511146
245,9.300597358626874
246,12.152549478761102
247,2.771392142323748
248,1.43080084832809
249,5.122949881842487
250,12.732278050708146
251,9.288525369125637
252,10.13122636451817
253,11.21810372806658
254,0.2611061866662112
255,12.378614257180743
256,-19.441716394365585
257,39.49477377774838
258,9.221996397554676
259,-18.750544754929024
260,42.66772713465912
261,5.363275790092757
262,5.429370047479779
263,10.008863777417446
264,0.7633807166644146
265,8.08355209062529
266,11.320953636718741
267,10.892858273046613
268,6.4255724457423185
269,4.587314301969855
270,1.4058482615644152
271,10.588756171301156
272,8.525159317063299
273,9.003901285443135
274,10.755719735012008
275,5.887897384157895
276,9.260009486773924
277,10.179790541732928
278,3.122497682952144
279,3.3938536571313307
280,11.732802472211688
281,3.1462394267132368
282,12.093782096025734
283,3.028899911548251
284,10.97419856135366
285,8.321842460368316
286,6.313520617908125
287,10.789445096966574
288,-25.935691041016526
289,37.12760425832812
290,10.28567728959024
291,3.942488374241293
292,8.855139094887818
293,11.135986808887992
294,5.861960032189927
295,10.502722171185724
296,3.2610274092039617
297,3.3585366837219226
298,4.355178147038259
299,15.167396954238939
300,4.9693332955394
301,2.350822968891407
302,5.348472145922642
303,5.343123673776063
304,8.812667904652699
305,9.718311209405329
306,4.51059942605616
307,2.337780550102707
308,11.227503278080803
309,2.2493910501184473
310,7.603323685754276
311,9.392332861308205
312,2.7557088028002
313,7.772832270447907
314,10.466130747101488
315,9.25651767239151
316,7.154214405508355
317,7.438792964957884
318,8.268347521076521
319,9.504140039414779
320,9.360079173555278
321,8.25071909438202
322,9.24246837528699
323,1.676969471403936
324,8.85180118769722
325,5.320066613596282
326,3.3147465469828603
327,1.311431800435912
328,15.293851030676251
329,9.333225906912048
330,13.22149185079661
331,0.7873516056124572
332,14.766403101348715
333,11.814290474672362
334,0.7086164450515753
335,3.3101203686351255
336,7.506975823360335
337,2.9462782410241743
338,4.306810248267084
339,3.302503438018448
340,3.404972471864312
341,5.64047522467763
342,10.104045643181053
343,9.61301445526533
344,2.1380950687675977
345,11.669641078862696
346,6.222396712954833
347,6.21617431624145
348,8.543322034752237
349,8.814989831277671
350,9.136813468987384
351,9.227825296192805
352,9.305042766573933
353,9.944563439465128
354,6.901732092078873
355,-1.9654046516839117
356,-31.378816394987098
357,40.16574176790709
358,5.299200934579858
359,16.287627554256687
360,-2.7572037795212054
361,16.289967725874703
362,8.514582590659757
363,6.663124331593735
364,9.457988636924256
365,-3.434327691072667
366,5.275505611463814
367,14.257313386926853
368,1.0249267363728904
369,13.421656671323944
370,6.888806699041197
371,8.172653521641223
372,-29.827100002089082
373,56.96428704514301
374,0.010698433436118648
375,15.338542012306334
376,12.339157314596378
377,0.009628590092688682
378,12.535641041495182
379,-0.0653427647503122
380,12.515586286767757
381,1.0847087734737215
382,11.371413826665048
383,9.096812856545512
384,1.3553265793116225
385,14.92822491006973
386,9.249360717109084
387,-33.25522387422143
388,47.715768668211695
389,4.225310267025634
390,3.549835623333365
391,9.89245379559452
392,6.894366580266251
393,2.7821321660876492
394,3.229574998623775
395,10.262793207619325
396,-25.895277046673073
397,50.04020430737046
398,2.8396634018963596
399,5.216082630417986
400,2.210866547787191
401,7.0971694256213596
402,7.9183503749382
403,10.50451533744399
404,8.179478774730796
405,8.171299295956032
406,5.358506996416963
407,11.90495037384926
408,11.60328302534299
409,6.27084152992029
410,1.2015585118142553
411,10.714455336464198
412,7.1577694896636785
413,9.434489749293334
414,4.819262694668396
415,8.125135032997605
416,9.250611720174675
417,6.141361108453566
418,2.762724793468351
419,4.1922318182691924
420,3.188039586450941
421,9.641434292328995
422,8.1306473355844
423,9.235219747345582
424,10.447869357013587
425,1.359247513928949
426,3.184851546864593
427,5.181666695317745
428,8.17603463002888
429,5.240035496884957
430,5.1683089939924685
431,6.877118035454259
432,5.149322370920345
433,2.1964774523230517
434,7.347189146630171
435,6.851841401608908
436,5.63564015844986
437,5.199412266060335
438,6.547903820189731
439,6.2949585130409105
440,7.9521318422512195
441,9.523097413409232
442,6.818179710408913
443,5.25770910839492
444,6.8167452378575035
445,13.591149069075072
446,8.720016552559173
447,2.823283175695906
448,-29.21167271390368
449,9.717984832477669
450,9.708266847645064
451,53.52842274694285
452,9.187538247523662
453,4.001201033373945
454,6.013123078554145
455,6.712913728652893
456,7.4332051205055905
457,-31.874587483044706
458,50.20378701452864
459,11.761338507336404
460,-25.112848862690043
461,44.572575541988044
462,10.384609599695068
463,9.189414859244607
464,2.862253003461774
465,15.691263758133118
466,7.077363191381664
467,6.070285828190208
468,1.2612628011584093
469,9.060749995237074
470,9.522283422541022
471,13.044619652572237
472,14.763858589278243
473,6.0629542795613816
474,2.525855342613795
475,8.004967148309333
476,6.0543654699386025
477,0.36032500904184417
478,14.495504197328955
479,7.886160969042066
480,7.556295506274182
481,2.1158665195744106
