,disengage,engage
0,0.0,5.0
1,6.0,0.0
2,5.0,0.0
3,0.0,1.0
4,6.0,0.0
5,5.0,0.0
6,3.0,0.0
7,4.0,0.0
8,0.0,4.0
9,6.0,0.0
10,5.0,0.0
