,disengage,engage
0,0.0,0.0
1,7.0,0.0
2,0.0,3.0
3,9.0,0.0
4,0.0,8.0
5,6.0,0.0
6,4.0,0.0
7,3.0,0.0
8,6.0,0.0
9,0.0,0.0
10,4.0,0.0
