,disengage,engage
0,0.0,0.0
1,0.0,5.0
2,4.0,0.0
3,2.0,0.0
4,0.0,5.0
5,5.0,0.0
6,5.0,0.0
7,8.0,0.0
8,6.0,0.0
9,4.0,0.0
10,6.0,0.0
