,disengage,engage
0,0.0,0.0
1,0.0,10.0
2,3.0,0.0
3,4.0,0.0
4,3.0,0.0
5,8.0,0.0
6,2.0,0.0
7,2.0,0.0
8,5.0,0.0
9,8.0,0.0
10,5.0,0.0
