,delta
0,9.728000000000002
1,4.800000000000001
2,0.47520000000000095
3,5.795200000000001
4,1.7035519999999984
5,8.882776448000001
6,6.322056447999998
7,5.080741223552003
8,10.017576448
9,3.947776680844804
10,4.177889433112313
11,7.640709223552008
12,9.9766383011968
13,8.757285069965405
14,5.550487514765393
15,-0.020003663785502113
16,5.889491461129765
17,8.637051321505595
18,7.601013773832747
19,8.851930722755384
20,5.77153215437508
21,7.409229915327444
22,3.8863553162627795
23,4.805743407311297
24,10.076330546469507
25,9.371723966406819
26,8.896498164496847
27,10.405304888051347
28,8.573365927583296
29,7.631541826331926
30,-0.040336782460798304
31,8.0044241706793
32,6.462170027538036
33,9.65479256165571
34,3.215125031563474
35,4.492013669977041
36,9.396704417890504
37,8.5519226440625
38,10.303674317863624
39,3.339065781987415
40,1.2972115406516878
41,7.407731490676383
42,-0.4288982716948908
43,19.368298579573377
44,5.9098383910596795
45,6.864263464286751
46,8.561212643068075
47,2.3188545519536774
48,-0.05349340237961542
49,3.8645600910227245
50,3.8606955309317073
51,6.934657979404733
52,5.230423437167929
53,2.3877545153487176
54,3.7922725015162655
55,6.32190853414636
56,6.524414041463956
57,5.380914196245158
58,6.868526576529575
59,3.532259501231181
60,4.472121876781841
61,8.418584336464846
62,5.278367609498503
63,8.687980954967827
64,3.700494683231227
65,4.519714383329358
66,9.07427678096144
67,5.228798616223344
68,4.710231021571019
69,1.7055207905494854
70,6.042924984659351
71,5.269878246872622
72,4.929505349192823
73,1.6977723447743074
74,4.871414955692728
75,8.288969884318021
76,6.8384362322073
77,9.602434555664104
78,7.37683212110835
79,9.930716280393199
80,11.037644652353833
81,5.687576313328691
82,9.59921124748496
83,9.753531961655199
84,9.743778429693634
85,4.169087642860973
86,2.5285768430768485
87,6.08571915876928
88,2.689236136197337
89,7.297999207623775
90,7.427887714235794
91,8.850833927938538
92,7.629865563621138
93,7.622235698057352
94,3.3157050514453204
95,10.406412111860732
96,13.575262153819267
97,5.267807526504612
98,6.611034948210886
99,10.365770900674647
100,6.857238093020783
101,6.494859865322837
102,9.752231376485042
103,5.359291146070063
104,11.203510325538446
105,9.817434204055644
106,9.213005110430913
107,9.5280025658667
108,2.958837244136248
109,10.70451905293794
110,10.395166819189967
111,1.4893134787711233
112,8.77060823347631
113,8.808392779468704
114,1.6837122010008443
115,11.906785540710644
116,9.507982458320384
117,9.66147447586195
118,-1.513246518133883
119,12.464071817828312
120,10.993402013649302
121,6.1123262479043206
122,6.106213921656263
123,6.100107707734878
124,0.32815645591495013
125,10.55969826503349
126,5.799166936262736
127,15.146346047203906
128,9.471679443571134
129,7.2462077641275755
130,8.364961556363369
131,2.11925024263644
132,10.680930466172185
133,3.9647373345239885
134,8.27083741955505
135,4.387076505607411
136,-0.20415183436512052
137,3.7140523174693953
138,8.434763629289137
139,3.1442128299693195
140,10.478564336527143
141,8.353452381977036
142,7.16826847148991
143,8.68690757460422
144,-0.2265750628139358
145,15.384491568647945
146,-16.06202803486042
147,37.06037611212571
148,14.623919179330983
149,14.261527261397987
150,3.146668852535413
151,3.6916515122488818
152,7.335192043746474
153,8.345098929595224
154,3.1035408659563473
155,10.348994241104037
156,14.944558327432333
157,7.207650289799631
158,4.923659479325352
159,1.1046246686928498
160,10.91418309095252
161,9.416442639509796
162,-1.0573605453650998
163,14.991209000699655
164,9.571083557415477
165,9.398512473858318
166,7.721155499597671
167,13.370078107725703
168,3.849039949638154
169,4.902605860933363
170,6.658730221844962
171,4.897703255072429
172,5.477729821912817
173,4.929956839721399
174,13.326428608605283
175,6.011113961384353
176,0.10465749674904146
177,-16.415006023798014
178,31.43950528528262
179,13.795234981408157
180,7.8564889415179096
181,12.41571148326716
182,13.143646490218089
183,4.756475398344264
184,11.174140334940375
185,-17.163231189656926
186,28.949470369201208
187,10.743566413670578
188,4.65404355344026
189,4.243969366648116
190,2.357091904627623
191,9.936440609449619
192,2.1339912966545853
193,6.15406168687332
194,11.326489863744882
195,10.193840877370803
196,6.1419074790323975
197,5.143516031999752
198,3.9746929096213535
199,3.9530823860773125
200,5.4428981487212695
201,9.692924255408343
202,6.160449513111871
203,5.5887639300856335
204,8.50635130074238
205,-13.866970706032816
206,44.08763426097312
207,9.5466804620105
208,5.996133781548224
209,6.150528236955552
210,6.568626147189207
211,9.966099027688188
212,8.969489124919392
213,4.650808021910507
214,6.372193526639421
215,6.532970206596474
216,9.529928703206906
217,10.85720529863238
218,3.316767854727914
219,6.215052650480857
220,0.8051440613910472
221,6.935547385432983
222,9.517082006648707
223,9.507564924642338
224,2.3845357796813005
225,11.499413135165014
226,-0.9539177982865112
227,10.843063873245228
228,1.2149373049933274
229,2.3070680491782696
230,8.378329474197471
231,1.1512979293079297
232,14.48929124781398
233,9.394260506501723
234,4.892566524675658
235,5.936506811922754
236,9.484866245995363
237,3.6410240465879724
238,7.62385788908432
