,disengage,engage
0,0.0,0.0
1,0.0,6.0
2,8.0,0.0
3,5.0,0.0
4,0.0,2.0
5,5.0,0.0
6,0.0,2.0
7,6.0,0.0
8,0.0,6.0
9,6.0,0.0
10,4.0,0.0
