,disengage,engage
0,0.0,1.0
1,6.0,0.0
2,8.0,0.0
3,5.0,0.0
4,0.0,2.0
5,3.0,0.0
6,0.0,6.0
7,4.0,0.0
8,8.0,0.0
9,4.0,0.0
10,3.0,0.0
