,Run,Q_delta
0,0,1.2735999999999998
1,1,7.846086399999999
2,2,1.1462399999999988
3,3,10.5367625536
4,4,7.377600000000001
5,5,4.683139492806397
6,6,9.651200000000003
7,7,9.89
8,8,4.998399999999997
9,9,4.659999999999997
10,10,8.979564159999995
11,11,2.6200000000000045
12,12,2.0636308097878384
13,13,3.948448604319367
14,14,7.9145013599999885
15,15,9.105299450169
16,16,1.3936369190212048
17,17,6.45938000000001
18,18,2.700269505152079
19,19,3.134807872685826
20,20,10.366041600000017
21,21,6.534527221615434
22,22,2.994140000000016
23,23,4.664176851840011
24,24,8.73102043583998
25,25,7.495648221426052
26,26,2.7348912444247446
27,27,5.138038620000003
28,28,7.743139492806421
29,29,10.266621932879957
30,30,8.20347628816154
31,31,9.452650809787826
32,32,6.780213272334805
33,33,5.272258239196759
34,34,10.588335064161527
35,35,8.141415059684164
36,36,5.197507423380017
37,37,5.4225680617489616
38,38,8.049479048909348
39,39,8.714793767182726
40,40,8.8464472808798
41,41,2.902230850915714
42,42,0.9758932349146221
43,43,3.961397799363965
44,44,2.7679458315787997
45,45,9.621349564588002
46,46,8.966363289897743
47,47,5.338050899198606
48,48,3.7377462739352723
49,49,5.285084875647556
50,50,9.012282340767968
51,51,7.278953427416354
52,52,6.464359201587456
53,53,8.015869334752495
54,54,9.32521671388281
55,55,6.818520130778552
56,56,9.014994661124888
57,57,9.632056754208122
58,58,3.318844198977615
59,59,6.005979322812323
60,60,8.319021624055608
61,61,5.032726842227703
62,62,3.2929940711953805
63,63,8.650649758661189
64,64,5.540640314993539
65,65,4.0583445081699665
66,66,4.449711795160283
67,67,3.9585635995001667
68,68,4.004740615644209
69,69,2.589781502563369
70,70,4.753565481177702
71,71,8.214601151345391
72,72,6.231247301401936
73,73,8.494965159066965
74,74,6.038620351690042
75,75,3.982299253166161
76,76,2.33080335230693
77,77,6.015002121833163
78,78,8.669997170558872
79,79,8.254313822391623
80,80,7.6555305759455905
81,81,8.51875603267547
82,82,7.244572702228311
83,83,4.5911892505547485
84,84,6.396612246466248
85,85,7.942192942460906
86,86,6.389808639284297
87,87,6.284331260583144
88,88,4.765334937899297
89,89,3.8324391315055664
90,90,-0.0070368331377039794
91,91,3.9326660823528528
92,92,6.362428863743389
93,93,10.981483500375134
94,94,5.10275638080293
95,95,7.006566906393459
96,96,5.733716283688182
97,97,1.6598548383146863
98,98,2.2690375315835354
99,99,5.808667144563742
100,100,7.668289500125184
101,101,4.150751437703093
102,102,8.43044270896928
103,103,6.400000959253703
104,104,5.416091688243341
105,105,6.920620947458133
106,106,4.575341757069964
107,107,8.671303177438176
108,108,6.681517686662119
109,109,7.305288461825057
110,110,10.189921378609483
111,111,8.689394216884239
112,112,8.68070482266728
113,113,7.377752639303367
114,114,9.55168904885727
115,115,10.46168741791098
116,116,7.58236176763296
117,117,12.966279836172248
118,118,8.116467106743926
119,119,4.843103706233933
120,120,5.276475511295871
121,121,5.526856195365212
122,122,9.794841671462109
123,123,6.8241255908696985
124,124,8.398787117674601
125,125,7.454852559101255
126,126,12.163388380805145
127,127,5.32467028431256
128,128,7.778567485555413
129,129,5.866191501354706
130,130,9.578629410967324
131,131,8.896288000298227
132,132,6.717485533420813
133,133,2.5970841367342246
134,134,2.5944870525975148
135,135,7.269266399163257
136,136,9.392512744647888
137,137,7.663278320930544
138,138,7.673846495813905
139,139,5.673074478507488
140,140,8.062443375332919
141,141,9.575886716711807
142,142,6.908638146267663
143,143,0.8297596468523807
144,144,16.426439390947053
145,145,5.865898447117729
146,146,4.339605818707582
147,147,4.329921149947836
148,148,2.5846232991458464
149,149,1.9800668561560997
150,150,6.878359318729508
151,151,9.4028710263417
152,152,4.58394052621702
153,153,5.931707673890401
154,154,7.403310189299418
155,155,0.3220660174247314
156,156,8.900166634545371
157,157,3.123970970796563
158,158,3.1341772135946258
159,159,7.787950799303758
160,160,2.317794743096556
161,161,5.002799623563419
162,162,8.308067180046919
163,163,11.185312700290524
164,164,7.384729325521903
165,165,4.278305462509707
166,166,5.325018312031716
167,167,7.750554607811409
168,168,3.293967186671125
169,169,3.544628764237814
170,170,1.9146071292491342
171,171,15.390146566263638
172,172,7.556938761292258
173,173,8.082979924049368
174,174,5.497201336058424
175,175,3.045184003295617
176,176,5.735964638473888
177,177,8.439031855132498
178,178,12.395215621512307
179,179,5.834845568430637
180,180,6.550809975800348
181,181,10.338029050788009
182,182,13.236434389473743
183,183,10.245402786520799
184,184,11.288212694865706
185,185,0.11122945919828453
186,186,6.456654677803272
187,187,9.987418612559395
188,188,3.459133294996491
189,189,14.440410148896717
190,190,5.728540732558031
191,191,2.6203285986687206
192,192,5.810989210023081
193,193,8.664646365205499
194,194,6.1511970649669365
195,195,7.71503573723453
196,196,2.7788702819609625
197,197,17.051428294275638
198,198,7.423212873421562
199,199,4.973904942201898
200,200,2.924305407499105
201,201,6.262332786954175
202,202,9.206683688455541
203,203,5.262967761851542
204,204,8.491241356158298
205,205,9.402728358238619
206,206,4.8395502845837655
207,207,5.223002406829892
208,208,10.960529706163925
209,209,8.334278482624086
210,210,9.560748534195227
211,211,8.582433207841405
212,212,6.049489961346353
213,213,7.485198292096811
214,214,1.1922529167395624
215,215,3.7204608845938765
216,216,6.809228537777017
217,217,4.645374067762532
218,218,8.283430570782684
219,219,9.446484923721073
220,220,3.921880244077556
221,221,3.9388579359847427
222,222,5.84372067141021
223,223,5.728951923926388
224,224,6.657064335033738
225,225,5.560416367125754
226,226,6.703566946257524
227,227,10.741233633017146
228,228,10.019924393340261
229,229,8.209278151583021
230,230,11.161871123175843
231,231,4.807378277960197
232,232,6.104846234161187
233,233,4.152943757216235
234,234,6.865924622110697
235,235,8.852654203846896
236,236,4.035627172172781
237,237,2.5736316967388575
238,238,6.892431936345474
239,239,10.971595156839385
240,240,8.412765571134514
241,241,3.519635220100099
242,242,2.167721816771518
